Customer ID,Customer Type,Account Type,Customer Region,Customer Loyalty Tier,Dispute ID,Dispute Type,Dispute Date,Dispute Resolution Time,Dispute Status,Dispute Priority,Transaction ID,Transaction Date,Transaction Amount,Transaction Type,Merchant ID,Transaction Location,Action Taken,Resolution Outcome,Resolution Time,Dispute Resolution Method,Customer Satisfaction Score,Feedback Comments,Communication Channels Used
CUS9848,New,Savings,Florida,Platinum,D5UMD1D,Transaction Error,2024-04-08,12,Under Investigation,Low,85235328,2024-01-14,495.56,Deposit,YB9RF6,Ohio,Communication Sent,Partial Refund,11,AI,3,Will Recommend,Phone
CUS1581,Existing,Checking,Texas,Gold,IYB4HF4,Account Lock,2024-02-22,14,Resolved,Medium,56648850,2024-09-26,215.53,Withdrawal,B7JVUA,Ohio,Issue Fixed,Resolved in Favor of Bank,26,AI,3,Very Dissatisfied,Online Chat
CUS1313,Existing,Checking,Illinois,Silver,NUXFTB6,Fraud,2024-06-28,11,Under Investigation,Medium,64737578,2024-11-04,1475.29,Transfer,P7AIB8,Georgia,Investigation Started,Partial Refund,25,Human Intervention,3,Very Dissatisfied,Online Chat
CUS5812,Existing,Checking,Florida,Platinum,NZD5CC0,Fraud,2024-06-02,6,Under Investigation,Medium,41846390,2024-07-18,1502.16,Transfer,1YD89M,Florida,Issue Fixed,Partial Refund,30,Human Intervention,5,Very Satisfied,Social Media
CUS7280,New,Checking,Ohio,Bronze,MY78GE4,Unauthorized Charge,2024-06-06,5,Resolved,Low,10958037,2024-10-09,2958.9,Online Purchase,KIBZOQ,Georgia,Refund Issued,Partial Refund,24,Hybrid,3,Could Be Better,Email
CUS8562,Existing,Checking,New York,Silver,GFR1M5R,Service Issue,2024-08-18,5,Under Investigation,High,89356639,2024-01-03,910.14,Online Purchase,0D79CQ,Ohio,Investigation Started,Resolved in Favor of Customer,6,AI,5,Could Be Better,Phone
CUS5764,Existing,Savings,California,Silver,BK2JEH8,Account Lock,2024-10-14,7,Resolved,Low,28781436,2024-05-27,213.61,Transfer,OFR872,California,Investigation Started,Customer Compensation,15,Hybrid,4,Dissatisfied,In-Person
CUS8241,New,Savings,Georgia,Bronze,EKITO0E,Unauthorized Charge,2024-12-04,7,Resolved,High,91942688,2024-09-28,663.33,Withdrawal,BY99CM,Washington,Refund Issued,Resolved in Favor of Bank,10,AI,4,Dissatisfied,Online Chat
CUS7528,New,Savings,Florida,Gold,8MZG72G,Service Issue,2024-03-26,5,Pending,Medium,87578148,2024-09-11,214.12,Deposit,R7EQ4Z,Washington,Communication Sent,Partial Refund,12,Human Intervention,4,Satisfied,Social Media
CUS6880,Existing,Savings,Georgia,Platinum,SQ76OK1,Billing Error,2024-12-01,5,Pending,Medium,33119684,2024-02-12,2156.89,Cashback,IJ7VW8,Florida,Compensation Provided,Resolved in Favor of Customer,3,Hybrid,1,Satisfied,Online Chat
CUS3760,Existing,Checking,Texas,Silver,A3HT19I,Fraud,2024-12-22,13,Under Investigation,Low,07567752,2024-10-26,2200.48,Transfer,674NZ5,Illinois,Investigation Started,Resolved in Favor of Customer,6,AI,2,Will Recommend,Social Media
CUS8639,Existing,Savings,Illinois,Gold,22PPLXK,Transaction Error,2024-03-08,11,Resolved,Medium,88956705,2024-03-26,2655.43,Transfer,90825U,Florida,Compensation Provided,Resolved in Favor of Customer,24,Human Intervention,1,Satisfied,Phone
CUS4333,Existing,Savings,Washington,Platinum,I3NWACY,Service Issue,2024-12-18,5,Under Investigation,Medium,24152560,2024-08-21,2949.93,Online Purchase,K2JRCZ,Illinois,Issue Fixed,Customer Compensation,23,AI,1,Very Dissatisfied,Social Media
CUS3614,New,Savings,Washington,Platinum,H4YL2ED,Unauthorized Charge,2024-06-21,9,Resolved,High,30429169,2024-10-21,2866.85,Transfer,1K4MYC,California,Issue Fixed,Partial Refund,12,AI,2,Very Dissatisfied,Email
CUS5138,Existing,Savings,Illinois,Platinum,79FRLSJ,Billing Error,2024-12-13,9,Resolved,High,28318253,2024-09-17,738.59,Transfer,X2OKYA,California,Refund Issued,Resolved in Favor of Customer,12,Human Intervention,4,Very Dissatisfied,Email
CUS1028,Existing,Checking,New York,Platinum,N6K8IP6,Unauthorized Charge,2024-02-02,13,Pending,High,49208764,2024-01-20,573.32,Withdrawal,9I8H8U,Ohio,Communication Sent,Resolved in Favor of Bank,14,Human Intervention,3,Could Be Better,Phone
CUS8826,New,Checking,California,Platinum,ZEO7Z7O,Service Issue,2024-08-25,9,Resolved,Medium,07467981,2024-08-03,2541.61,Withdrawal,Z08LVD,Texas,Refund Issued,Customer Compensation,9,Human Intervention,2,Could Be Better,Social Media
CUS8777,Existing,Checking,Illinois,Platinum,ACQQOOU,Transaction Error,2024-05-18,14,Resolved,Low,40923919,2024-10-24,422.07,Cashback,93JYO3,Georgia,Communication Sent,Resolved in Favor of Bank,18,Human Intervention,3,Satisfied,Email
CUS4297,New,Checking,Florida,Gold,3JMDSLO,Account Lock,2024-04-20,10,Pending,Low,26387492,2024-10-18,2205.85,Deposit,1XSSJ7,California,Investigation Started,Resolved in Favor of Bank,27,AI,2,Very Satisfied,In-Person
CUS5316,Existing,Checking,Florida,Platinum,S7S66UL,Transaction Error,2024-05-20,12,Pending,High,82601543,2024-08-07,2583.93,Withdrawal,ZTKGEH,New York,Compensation Provided,Partial Refund,26,Hybrid,2,Will Recommend,In-Person
CUS5918,New,Checking,Texas,Bronze,KPLGQOA,Fraud,2024-09-15,5,Pending,Medium,00383024,2024-10-09,523.32,Online Purchase,36W7LE,Florida,Investigation Started,Customer Compensation,19,AI,5,Very Dissatisfied,Online Chat
CUS2158,Existing,Savings,California,Platinum,CMU6G4X,Unauthorized Charge,2024-07-01,6,Pending,Low,51696508,2024-04-18,2653.71,Withdrawal,X8A034,Illinois,Compensation Provided,Resolved in Favor of Customer,18,Hybrid,5,Neutral,In-Person
CUS9883,Existing,Savings,New York,Silver,L3SZNXX,Account Lock,2024-11-06,7,Under Investigation,Low,89177315,2024-07-27,668.35,Online Purchase,U9547E,New York,Investigation Started,Resolved in Favor of Customer,13,AI,5,Satisfied,Email
CUS7984,New,Savings,Illinois,Gold,321YTYG,Unauthorized Charge,2024-01-04,3,Resolved,High,46673019,2024-09-24,478.96,Withdrawal,58D0N4,Illinois,Refund Issued,Resolved in Favor of Customer,21,Hybrid,1,Will Recommend,Email
CUS7293,New,Savings,Ohio,Gold,O2O62NX,Transaction Error,2024-05-26,5,Resolved,Medium,78408908,2024-10-22,2506.03,Cashback,CO7YVO,California,Investigation Started,Resolved in Favor of Customer,30,Human Intervention,1,Very Satisfied,In-Person
CUS6437,New,Checking,Ohio,Bronze,M6FL3BO,Account Lock,2024-03-02,14,Under Investigation,Low,76999633,2024-07-20,1639.35,Deposit,SX8979,Illinois,Compensation Provided,Resolved in Favor of Bank,20,AI,3,Very Satisfied,Phone
CUS6024,New,Checking,Ohio,Silver,ED1U3N8,Service Issue,2024-10-15,9,Resolved,Medium,99821436,2024-10-17,1038.98,Deposit,SBFZGX,New York,Compensation Provided,Partial Refund,20,AI,2,Very Satisfied,Social Media
CUS3750,Existing,Savings,Washington,Gold,7E67END,Unauthorized Charge,2024-08-25,9,Pending,Medium,42008754,2024-07-02,2227.03,Transfer,28HUM2,New York,Refund Issued,Customer Compensation,24,AI,5,Very Dissatisfied,Email
CUS1048,Existing,Checking,New York,Bronze,5493LPZ,Unauthorized Charge,2024-07-24,9,Pending,Medium,72196781,2024-10-03,2045.22,Cashback,DIU641,California,Communication Sent,Resolved in Favor of Customer,3,Human Intervention,4,Very Satisfied,Social Media
CUS8054,Existing,Savings,Georgia,Silver,6T27XK7,Billing Error,2024-06-14,11,Resolved,Medium,97932383,2024-06-28,364.68,Deposit,O7EXEM,Illinois,Issue Fixed,Resolved in Favor of Bank,9,Hybrid,5,Satisfied,Email
CUS6948,Existing,Checking,California,Bronze,Q3H37OX,Billing Error,2024-06-02,4,Under Investigation,Low,40089076,2024-12-07,773.82,Withdrawal,WUZDV0,Ohio,Refund Issued,Partial Refund,5,Hybrid,2,Satisfied,In-Person
CUS7322,Existing,Savings,New York,Platinum,GQ6LW5C,Transaction Error,2024-02-26,9,Pending,Medium,74922952,2024-11-26,1171.05,Online Purchase,NU7NGC,Florida,Communication Sent,Resolved in Favor of Customer,24,AI,5,Very Satisfied,Phone
CUS1689,New,Savings,New York,Silver,KCUPH7J,Transaction Error,2024-04-07,7,Pending,High,70550313,2024-04-17,2744.51,Cashback,TPBDPN,Texas,Compensation Provided,Resolved in Favor of Customer,22,Hybrid,3,Very Satisfied,Social Media
CUS4947,New,Savings,Illinois,Platinum,5RD7CQN,Transaction Error,2024-08-24,13,Resolved,Low,48878737,2024-12-12,2601.1,Transfer,SGF0WP,Georgia,Issue Fixed,Partial Refund,8,Hybrid,3,Neutral,Email
CUS9292,New,Savings,Florida,Bronze,IYB5253,Service Issue,2024-05-20,14,Resolved,High,98407922,2024-04-24,233.95,Deposit,MMQ49F,Washington,Communication Sent,Resolved in Favor of Customer,10,Human Intervention,1,Very Dissatisfied,Social Media
CUS7550,New,Checking,California,Bronze,Y6M9IGP,Transaction Error,2024-04-21,2,Pending,Low,19723604,2024-03-20,707.38,Deposit,07UKXG,Ohio,Investigation Started,Resolved in Favor of Bank,12,Human Intervention,4,Very Satisfied,Social Media
CUS9507,Existing,Savings,Texas,Platinum,AJMRA6I,Fraud,2024-05-06,14,Pending,Low,88952863,2024-06-19,438.48,Transfer,L4MYJB,Washington,Issue Fixed,Resolved in Favor of Customer,9,AI,1,Will Recommend,Online Chat
CUS7028,New,Savings,Florida,Silver,5SF42RZ,Unauthorized Charge,2024-07-09,13,Resolved,Medium,98889350,2024-06-03,1237.74,Online Purchase,DDBFYW,Illinois,Issue Fixed,Resolved in Favor of Bank,12,Hybrid,3,Very Dissatisfied,Online Chat
CUS4440,Existing,Savings,Ohio,Silver,WDJQROV,Fraud,2024-12-07,8,Pending,High,21461095,2024-06-17,1311.46,Withdrawal,2GVS66,Illinois,Investigation Started,Partial Refund,19,Human Intervention,2,Dissatisfied,Email
CUS8507,Existing,Savings,Ohio,Bronze,B8JM2JE,Service Issue,2024-04-19,3,Resolved,Low,75258932,2024-06-02,1323.1,Transfer,AWK5I8,Ohio,Compensation Provided,Partial Refund,4,Human Intervention,1,Will Recommend,Email
CUS9276,Existing,Savings,New York,Gold,FCNZV28,Service Issue,2024-05-16,7,Resolved,Low,52057703,2024-06-16,318.29,Cashback,AFJJD9,Texas,Issue Fixed,Customer Compensation,18,Human Intervention,3,Could Be Better,Email
CUS4034,New,Savings,Florida,Bronze,Y7M7D3G,Account Lock,2024-08-27,10,Resolved,Low,70144811,2024-12-21,2329.86,Transfer,IVNFNT,Ohio,Communication Sent,Customer Compensation,6,AI,4,Will Recommend,Email
CUS1677,New,Savings,Ohio,Platinum,BOJT7II,Account Lock,2024-07-05,12,Under Investigation,Low,93139550,2024-01-20,420.55,Deposit,9C4DZA,Florida,Communication Sent,Resolved in Favor of Customer,12,Human Intervention,4,Will Recommend,Online Chat
CUS3139,New,Checking,Florida,Silver,ZVM98VP,Fraud,2024-09-23,2,Pending,High,31863268,2024-09-18,2378.22,Online Purchase,OYFMN9,Illinois,Communication Sent,Customer Compensation,11,AI,3,Very Satisfied,Phone
CUS2036,New,Savings,Georgia,Gold,LRXOUKR,Transaction Error,2024-07-26,8,Resolved,Medium,19321138,2024-02-17,244.31,Deposit,1HTXHU,Georgia,Compensation Provided,Resolved in Favor of Customer,6,Human Intervention,1,Very Satisfied,Email
CUS9278,New,Checking,New York,Gold,XWCV3LI,Transaction Error,2024-06-05,14,Resolved,Medium,92537663,2024-03-16,1256.68,Deposit,YZWOOB,Illinois,Communication Sent,Resolved in Favor of Customer,13,Human Intervention,1,Dissatisfied,Online Chat
CUS8285,New,Savings,Washington,Platinum,UXJ3RXT,Fraud,2024-09-10,11,Pending,High,89359070,2024-02-13,791.2,Deposit,2TVNI7,Texas,Investigation Started,Resolved in Favor of Customer,6,Hybrid,4,Could Be Better,Online Chat
CUS5133,Existing,Savings,Georgia,Gold,XJ8VOCX,Billing Error,2024-11-19,12,Pending,High,87425575,2024-07-08,1653.5,Online Purchase,SUOEXS,Georgia,Refund Issued,Resolved in Favor of Bank,1,AI,1,Neutral,Social Media
CUS9885,Existing,Savings,Ohio,Silver,DJ4A1A8,Fraud,2024-03-18,7,Pending,Low,97516501,2024-10-27,1116.97,Transfer,UPAS24,New York,Communication Sent,Resolved in Favor of Customer,7,Hybrid,1,Satisfied,Phone
CUS1671,Existing,Savings,Illinois,Silver,LUQ2FBW,Transaction Error,2024-09-07,10,Under Investigation,Low,86799797,2024-08-06,310.09,Cashback,WQOPQ8,California,Communication Sent,Customer Compensation,22,AI,2,Neutral,In-Person
CUS3930,Existing,Checking,Ohio,Bronze,IK90GP1,Service Issue,2024-08-02,6,Under Investigation,Medium,46066672,2024-07-19,2260.18,Transfer,EJQA98,Georgia,Communication Sent,Customer Compensation,29,AI,4,Dissatisfied,Email
CUS1634,New,Savings,New York,Bronze,MKHJIHK,Billing Error,2024-12-14,9,Under Investigation,High,14012278,2024-01-20,1782.95,Cashback,QJT3VB,Texas,Communication Sent,Partial Refund,1,Hybrid,2,Very Dissatisfied,Social Media
CUS5022,Existing,Savings,Ohio,Platinum,MN92VWX,Service Issue,2024-09-24,3,Pending,High,39111457,2024-04-07,152.56,Online Purchase,WZ690N,Ohio,Compensation Provided,Customer Compensation,14,AI,1,Will Recommend,Email
CUS7062,New,Savings,California,Gold,SQU62VK,Service Issue,2024-11-13,12,Resolved,High,17228532,2024-10-21,2580.94,Withdrawal,GDU8N0,Washington,Communication Sent,Customer Compensation,2,Human Intervention,2,Will Recommend,Online Chat
CUS3772,New,Savings,Florida,Gold,FERNT9Y,Account Lock,2024-10-27,13,Pending,Medium,23247277,2024-12-21,2213.22,Cashback,OZ72TX,Illinois,Communication Sent,Customer Compensation,2,Human Intervention,3,Dissatisfied,Online Chat
CUS3867,Existing,Checking,Georgia,Gold,TAVF1WE,Account Lock,2024-09-09,9,Pending,High,44906115,2024-01-27,1737.64,Cashback,8DO714,New York,Communication Sent,Customer Compensation,23,Human Intervention,1,Could Be Better,Online Chat
CUS5674,New,Checking,Texas,Gold,9XPF3DZ,Account Lock,2024-11-18,11,Pending,Low,21244208,2024-08-16,2190.82,Deposit,3VHE8P,Florida,Refund Issued,Resolved in Favor of Customer,1,AI,5,Could Be Better,Email
CUS3808,New,Checking,Washington,Silver,IGSH70S,Transaction Error,2024-08-06,5,Resolved,High,16269204,2024-12-14,2289.09,Deposit,7KK0KC,Florida,Issue Fixed,Resolved in Favor of Customer,7,Hybrid,4,Very Satisfied,Social Media
CUS9638,Existing,Savings,Texas,Platinum,HNXGV9W,Account Lock,2024-03-13,10,Under Investigation,Medium,98902949,2024-02-22,1151.97,Online Purchase,760O81,New York,Compensation Provided,Resolved in Favor of Customer,6,Human Intervention,4,Very Dissatisfied,Email
CUS7228,New,Savings,Ohio,Silver,YE3ALWC,Billing Error,2024-06-15,3,Pending,Low,98048232,2024-06-14,2688.66,Deposit,GV6KGP,Georgia,Investigation Started,Resolved in Favor of Customer,8,Hybrid,2,Very Satisfied,In-Person
